userID	username	utc off	profile created	favorites	followers	following	tweets	retweetID	retweet user	retweet count	text	quote	url	lat	lon	tweetID	relevant	com_vape	news_vape	policy_vape	health_vape	use_vape	pro_vape	anti_vape	procure_vape	addiction_vape	
'2973040762	Vapofolies		Sun Jan 11 12:56:47 +0000 2015	59	430	766	14787			0	 Box Tarot Baby 85w TC Vaporesso https://t.co/Yin29aoilS # vapote # vape # vaping # deals # bonplan # vapofolies # ecig 	  	http://twitter.com/Vapofolies/status/1050876098882494466			'1050876098882494466	1	1	0	0	0	0	0	0	0	0	
'92453469	CelesteMRice		Wed Nov 25 05:19:25 +0000 2009	5595	748	631	128556			0	 FDA seizes documents in surprise inspection of e-cigarette maker Juul https://t.co/5lfHRoUB84 	  	http://twitter.com/CelesteMRice/status/1047188850454364160			'1047188850454364160	1	0	1	0	0	0	0	0	0	0	
'2590835060	jinkisitssarah		Fri Jun 27 05:30:10 +0000 2014	27332	168	277	8931			0	 Just sold my juul 	  	http://twitter.com/jinkisitssarah/status/1043208002642370560			'1043208002642370560	1	0	0	0	0	0	1	0	0	0	
'376361999	FernieFreePress		Mon Sep 19 19:10:27 +0000 2011	105	1712	1397	16238			0	 Pushing back against vaping health concerns https://t.co/ClIvrBx18p 	  	http://twitter.com/FernieFreePress/status/1042200858333609984			'1042200858333609984	1	0	0	0	1	0	1	0	0	0	
'1017121365831405568	LtdDoc		Wed Jul 11 19:00:05 +0000 2018	0	6	1	1999			0	 Silicon Valley Investors Shunned Juul -  but Back Other Nicotine Start-Ups https://t.co/3n2YyYD4p7 https://t.co/4thHCCCYcH 	  	http://twitter.com/LtdDoc/status/1049048544185909248			'1049048544185909248	1	0	1	0	0	0	0	0	0	0	
'1036895219784904704	DesertRubbish		Tue Sep 04 08:34:19 +0000 2018	9453	382	422	1466			0	 @baalbusters Vape time 	  	http://twitter.com/DesertRubbish/status/1049430114205724673			'1049430114205724673	1	0	0	0	0	0	1	0	0	0	
'3160090916	JeremyFrance2		Thu Apr 16 18:35:37 +0000 2015	7	21	32	192			0	 Vape -  Gummy's -  oils -  drops -  sprays! _newline_ https://t.co/wU4c2yqGp2 https://t.co/0iCY3HXvzH 	  	http://twitter.com/JeremyFrance2/status/1052685715593711616			'1052685715593711616	1	1	0	0	0	0	0	0	0	0	
'894256256566865920	PeterHShook1		Sun Aug 06 17:58:00 +0000 2017	0	1	75	777			0	 Ordering a genuine Juul online https://t.co/IiiHeHxhxU 	  	http://twitter.com/PeterHShook1/status/1045697891640184833			'1045697891640184833	1	0	0	0	0	0	1	0	0	0	
'802786957	GuyWithTweet		Tue Sep 04 16:48:27 +0000 2012	29072	224	223	12582			0	 I don't mind staying late at work because I can hangout at my desk and rip Juul and feel like I'm in Mad Men 	  	http://twitter.com/GuyWithTweet/status/1050136064483049484			'1050136064483049484	1	0	0	0	0	0	1	0	0	0	
'998265787411394560	WhittierTopShop		Sun May 20 18:14:45 +0000 2018	49	143	489	101			0	 Come in Today to pick up a fresh drop of Balba Salve  _newline_ 10% OFF any Topicals -  Vapes -  & Edibles _newline_   _newline_ Also SAVE THE DATE OCTOBER 7th for our 2 Year Anniversary! _newline_ # DailyDeals # CannabisCommunity # Topicals # Vapes # Edibles # Anniversary https://t.co/knGJSkyNZV 	  	http://twitter.com/WhittierTopShop/status/1045368159400685569			'1045368159400685569	1	1	0	0	0	0	0	0	0	0	
'1020942558980132864	possssibly		Sun Jul 22 08:04:09 +0000 2018	7170	91	230	502			0	 Time for a juul pod mcflurry 	  	http://twitter.com/possssibly/status/1051198597897830401			'1051198597897830401	1	0	0	0	0	0	1	0	0	0	
'2246382407	TJdell2		Fri Dec 27 15:34:20 +0000 2013	4473	581	493	49976			0	 @Bvttvd Juul* 	  	http://twitter.com/TJdell2/status/1048711121572716551			'1048711121572716551	1	0	0	0	0	0	0	0	0	0	
'1027049764616130560	lowryh906		Wed Aug 08 04:32:00 +0000 2018	140	84	126	49			0	 @nicduquette4 juul 	  	http://twitter.com/lowryh906/status/1046541428774653952			'1046541428774653952	1	0	0	0	0	0	0	0	0	0	
'2155268720	carlymfterry		Fri Oct 25 16:46:28 +0000 2013	11194	1103	129	1149			0	 'the crazy way you talk about your juul is how i talk about my baby daddy' 	  	http://twitter.com/carlymfterry/status/1049369005700481024			'1049369005700481024	1	0	0	0	0	0	1	0	0	0	
'1017116505820028928	kylieeturnerr		Wed Jul 11 18:40:46 +0000 2018	44	38	56	38			0	 some people say food is the only necessity..ok but meet juul pods 	  	http://twitter.com/kylieeturnerr/status/1052352172422295552			'1052352172422295552	1	0	0	0	0	0	1	0	0	1	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	48	60	181651			0	 New Vaping Eleaf iPower 80W TC Box Mod with 5000mAh Battery https://t.co/nPPoVDSTrH https://t.co/tmDoa3edzB 	  	http://twitter.com/VapingAve40/status/1052746011808944129			'1052746011808944129	1	1	0	0	0	0	0	0	0	0	
'3547663113	sethgatling7		Fri Sep 04 19:19:25 +0000 2015	126	23	100	9260			0	 I liked a @YouTube video https://t.co/TanCfQTqMe The Revolutionary A.I. Vape 	  	http://twitter.com/sethgatling7/status/1045504985629421568			'1045504985629421568	1	0	0	0	0	0	1	0	0	0	
'810097244389212160	Premreddytwitte		Sat Dec 17 12:20:08 +0000 2016	0	1	4	1496			0	 Vape Flavors Are Sketchy AF -  Yet Another Study Finds https://t.co/vymXHDRVY1 	  	http://twitter.com/Premreddytwitte/status/1052960719304622080			'1052960719304622080	1	0	1	0	0	0	0	0	0	0	
'2697075414	hailey_spin		Fri Aug 01 02:16:17 +0000 2014	2493	160	318	1838			0	 @coldasmare @brie_182 i'm tired of fuckin \U0001f171\ufe0foolin in the juul room and hearin a MF GRUNT 	  	http://twitter.com/hailey_spin/status/1048294830160338944			'1048294830160338944	1	0	0	0	0	0	1	0	0	0	
'322153829	EleanorFlannery		Wed Jun 22 18:28:39 +0000 2011	1839	283	322	4883			0	 Still clueless as to why @JillFlannery thinks she is big in the vape game finding e shishas in her glovebox \U0001f602\U0001f602\U0001f602 	  	http://twitter.com/EleanorFlannery/status/1047125866638118912			'1047125866638118912	1	0	0	0	0	0	1	0	0	0	
'951127404839407616	filminjoon		Wed Jan 10 16:23:39 +0000 2018	24	4	11	5013			0	 @fang50763557 @Galaxia_Night @vmushie mind your fucking buisness fang -  go vape or jerk off to your sister 	  	http://twitter.com/filminjoon/status/1046240231404515328			'1046240231404515328	1	0	0	0	0	0	0	0	0	0	
'1259535607	CueCig		Mon Mar 11 13:57:54 +0000 2013	78	3337	3374	7222			0	 Get the vape that puts YOU in control! Try one today! Orochi N200 200W Box Mod Sub-Ohm VV/VW Battery w/Temp Control https://t.co/ua74BVqL5u .@Cuecig  # vape # ejuice # vapesale # vapecloud # vaping # vapelife # vapefam # ecig https://t.co/3DQWl4wYhL 	  	http://twitter.com/CueCig/status/1050491233443958784			'1050491233443958784	1	1	0	0	0	0	0	0	0	0	
'27549306	RallsInNC		Mon Mar 30 01:08:12 +0000 2009	1727	1024	1141	14174			0	 I liked a @YouTube video https://t.co/EF411hSJWJ Has The Pulse BF Been Cloned? Q&A With Mike Vapes 	  	http://twitter.com/RallsInNC/status/1044686718522335232			'1044686718522335232	1	0	0	0	0	0	1	0	0	0	
'475632470	YouKnowVon		Fri Jan 27 08:21:36 +0000 2012	1621	2114	1022	48834			0	 Buying Juul pods bro 	 What y'all doin with $900 million? 	http://twitter.com/YouKnowVon/status/1053453980297281536			'1053453980297281536	1	0	0	0	0	0	1	0	0	0	
'718283581651623938	dianervh		Fri Apr 08 03:45:25 +0000 2016	5378	918	682	7138			0	 someone buy this mf juul 	  	http://twitter.com/dianervh/status/1043950487173771264			'1043950487173771264	1	0	0	0	0	0	1	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	48	60	180437			0	 New Vaping Eleaf iStick Pico 21700 Battery https://t.co/7vCTaIH4CF https://t.co/sKezWNOHX9 	  	http://twitter.com/VapingAve40/status/1050691613389803520			'1050691613389803520	1	1	0	0	0	0	0	0	0	0	
'753670029200154625	haemilys		Thu Jul 14 19:18:32 +0000 2016	2596	543	518	2877			0	 I lost my phone and vape last night at the bar -  it's a good day 	  	http://twitter.com/haemilys/status/1048946260957433857			'1048946260957433857	1	0	0	0	0	0	1	0	0	0	
'3194725092	sopiener		Wed May 13 23:57:54 +0000 2015	9001	6117	949	14824			0	 this guy rlly vaping in fckin class gn 	  	http://twitter.com/sopiener/status/1044981841013473281			'1044981841013473281	1	0	0	0	0	0	1	0	0	0	
'1004093254114033664	IFUCKYOURPUSSYG		Tue Jun 05 20:11:01 +0000 2018	302	1655	1917	364			0	 JUST CAME BACK FROM THE VAPE SHOP AND I BOUGHT 6 NEW EJUICES SO I FUCKING GOT 2 YAKULT 30ML EJUICE -  1 BOSTON MANGO PIE 50ML - 1 MILK CHOCO 3O ML EJUICE - 1 MAX VG TEAM WORK 60 ML EJUICE -  AMD LASTLY 1 70 ML FUNKY CLOUD FANTAST ROOTBEER EJUICE! \U0001f44c\U0001f60b\U0001f44c _newline_ # WJSN # TWICE # REDVELVET # BLACKPINK https://t.co/s2ruMQcnPf 	  	http://twitter.com/IFUCKYOURPUSSYG/status/1041952369410433025			'1041952369410433025	1	0	0	0	0	0	1	0	0	0	
'292614193	_ZVBO_		Tue May 03 23:11:41 +0000 2011	22130	451	403	32221			0	 Vapes are cool because it's like am I going to be high? Am I going to get cancer?  Idk but it tastes good so who cares! 	  	http://twitter.com/_ZVBO_/status/1052322115138048000			'1052322115138048000	1	0	0	0	1	0	1	0	0	0	
'16654973	SpinfuelDotCom		Wed Oct 08 19:53:48 +0000 2008	597	2159	934	38508			0	 The newest mod to come from Voopoo -  a major player in the vape hardware segment -  is the Voopoo VMATE 200W mod -  only this new mod comes equipped with an updated chipset called the https://t.co/wQ0YynYNna chipset. While I'm not... https://t.co/W6OImydssU 	  	http://twitter.com/SpinfuelDotCom/status/1042089734682632195			'1042089734682632195	1	1	0	0	0	0	0	0	0	0	
'720335760813993984	skanetos		Wed Apr 13 19:40:03 +0000 2016	23240	2123	808	23999			0	 @jeffcvo24 vaping while raping... 	  	http://twitter.com/skanetos/status/1048617670399197188			'1048617670399197188	1	0	0	0	0	0	0	0	0	0	
'1046314848	MF_Vape		Sun Dec 30 00:00:57 +0000 2012	2762	509	462	1543			0	 I added a video to a @YouTube playlist https://t.co/aMst1ecaCN Topside Top Fill Squonk Mod - Dovpo/TVC - Review by MF Vape 	  	http://twitter.com/MF_Vape/status/1051897237196951552			'1051897237196951552	1	0	0	0	0	0	1	0	0	0	
'1342139905	adamjwinch		Wed Apr 10 15:04:30 +0000 2013	514	1011	794	2878			0	 New vape tank. Thank Ted worjay for the freemans # vape # ecig https://t.co/yOdlXdcSmI 	  	http://twitter.com/adamjwinch/status/1048000624317685760			'1048000624317685760	1	0	0	0	0	0	1	0	0	0	
'1648536384	arian_0921		Mon Aug 05 20:03:36 +0000 2013	75256	960	902	46135			0	 woooowww i finished my last juul pod right before work lmfao go figure 	  	http://twitter.com/arian_0921/status/1050907586483040257			'1050907586483040257	1	0	0	0	0	0	1	0	0	0	
'2200427636	AmyLiphd		Mon Nov 18 00:47:11 +0000 2013	182	1185	878	2502			0	" I just saw a student vaping on campus. Is this typical now? Or -  as they say in @WestworldHBO -  ""Is....this....NOW?"" "	  	http://twitter.com/AmyLiphd/status/1050455083471826946			'1050455083471826946	1	0	0	0	0	0	0	0	0	0	
'1012305409481179141	oh_nOwO		Thu Jun 28 12:03:12 +0000 2018	394	20	36	134			0	" ""When will juuls be able to take photos"" _newline_ --@declanthedecman -  a tech visionary "	  	http://twitter.com/oh_nOwO/status/1048814145334927360			'1048814145334927360	1	0	0	0	0	0	1	0	0	0	
'2426173050	Elsbeth_Lenz		Thu Apr 03 20:52:04 +0000 2014	4804	1259	858	12417			0	 The FDA's Plan To Get Teens To Stop Vaping Includes These Gross School Posters https://t.co/wFbhZQD9NN 	  	http://twitter.com/Elsbeth_Lenz/status/1048771664203460608			'1048771664203460608	1	0	1	0	0	0	0	0	0	0	
'1016370777589870592	Prophetagent76		Mon Jul 09 17:17:31 +0000 2018	725	52	403	2681			0	 @JUULvapor your game is over -  the WHOLE ENTERTAINMENT industry _newline_  _newline_ knows you are putting that benzoic acid to control our minds  _newline_  _newline_ to fall to JUUL products and eliminate smoke _newline_  _newline_ @OfficialRezz @jennahyde_ @chrisdelia @therealjuicyj @wizkhalifa @JheneAiko @justinbieber @Madonna https://t.co/B9Eh2SW88p 	  	http://twitter.com/Prophetagent76/status/1043233997143212032			'1043233997143212032	1	0	0	0	1	0	0	1	0	0	
'2446610490	DuckettDe		Wed Apr 16 05:35:13 +0000 2014	299	239	356	521			0	 Idk how magical these juuls are -  but if you're hitting yours in class you need to hang it up \U0001f602 	  	http://twitter.com/DuckettDe/status/1052971427429736450			'1052971427429736450	1	0	0	0	0	0	0	1	0	0	
'928864358536376320	kishanhirani111		Fri Nov 10 05:58:15 +0000 2017	3	2	119	42			0	 New Electronic E cig Cigarettes ECT B40W 2200mAh Box Mod Starter Kit Pen Vape _newline_ @chrishemsworth https://t.co/kQHqqiTTSn 	  	http://twitter.com/kishanhirani111/status/1047016249585209345			'1047016249585209345	1	1	0	0	0	0	0	0	0	0	
'415284151	VinceBarter		Fri Nov 18 04:14:46 +0000 2011	4577	379	241	33325			0	 Selling SLIGHTLY used juul pods willing to trade for VBucks dm me 	  	http://twitter.com/VinceBarter/status/1052942399738191875			'1052942399738191875	1	0	0	0	0	0	1	0	0	0	
'885159051621003264	Vaping_Train		Wed Jul 12 15:28:58 +0000 2017	23776	10258	10315	46139			0	 What is BTFS stands for? BTFC RDA by Augvape & Vapnfagan: ___ VAFFLE APP!!! BORN FOR VAPER!!! DOWNLOAD NOW AT YOUR APPLE STORE & PLAY STORE!!! https://t.co/0lBYYnnbNT ___ DO FOLLOW MY OTHER SOCIAL FOR MORE TIPS: -OFFICIAL... https://t.co/8oZ26Tzy1V # VapingTrain # vapefam # vapeon https://t.co/fOQk2O8nTp 	  	http://twitter.com/Vaping_Train/status/1046712362839896067			'1046712362839896067	1	1	0	0	0	0	0	0	0	0	
'741325283509325824	Norcalgirl6		Fri Jun 10 17:44:55 +0000 2016	267	20	43	1540			0	 @RKHTV hey I'm new to vaping. I'm trying to quit smoking -  and I have a juul but feel it's limited in flavors. I love strawberry milk..is unicorn milk good? I am a fan of dessert flavors. Glazed donut -  etc which system is best. I'm watching ur YouTube videos and still lost 	  	http://twitter.com/Norcalgirl6/status/1046139195796983808			'1046139195796983808	1	0	0	0	1	0	1	0	0	0	
'437266465	TR3Y_GUEY		Thu Dec 15 06:06:26 +0000 2011	11166	383	314	63430			0	 When I see people in cargo shorts I believe they're spies from the year 2015 that have traveled this far in search of new Eminem music & top tier vape pens 	  	http://twitter.com/TR3Y_GUEY/status/1045332792412798976			'1045332792412798976	1	0	0	0	0	0	1	0	0	0	
'706917901459070976	Alltimekayli		Mon Mar 07 19:02:16 +0000 2016	4969	134	123	1108			0	 Anyone got a juul I can hit real quick 	  	http://twitter.com/Alltimekayli/status/1053387563455705090			'1053387563455705090	1	0	0	0	0	0	1	0	0	0	
'1010444203552268288	sadmannz		Sat Jun 23 08:47:26 +0000 2018	1724	114	97	654			0	 I left my juul at home ; - ( 	  	http://twitter.com/sadmannz/status/1047574172254126080			'1047574172254126080	1	0	0	0	0	0	1	0	0	0	
'3983018313	scenebean13		Sat Oct 17 23:53:28 +0000 2015	5560	74	74	59255			0	 vaping directly out of my hand and brink 	  	http://twitter.com/scenebean13/status/1045009071689084928			'1045009071689084928	1	0	0	0	0	1	1	0	0	0	
'1216450062	DESTINY0l0		Sun Feb 24 20:18:54 +0000 2013	52248	1928	875	54628			0	 Good morning let's get this bread *takes fat juul rip* *cracks open morning four loko* 	  	http://twitter.com/DESTINY0l0/status/1051805947558027265			'1051805947558027265	1	0	0	0	0	0	1	0	0	0	
'1004845441652088833	baejinyu		Thu Jun 07 21:59:57 +0000 2018	932	46	119	2013			0	 I THOUGHT SEUNGYOUN WAS VAPING ALSJSKD 	  	http://twitter.com/baejinyu/status/1046786155386163200			'1046786155386163200	1	0	0	0	0	0	1	0	0	0	
'30642860	kkazantzoglou		Sun Apr 12 12:28:51 +0000 2009	52	415	1956	87904			0	 Fashion Vape STORE PALERMO \u2013 Danielino77 SVAPO TV https://t.co/tlgI0OPJeA<br><br> https://t.co/5tz3CIunFr 	  	http://twitter.com/kkazantzoglou/status/1043569117465399296			'1043569117465399296	1	1	0	0	0	0	0	0	0	0	
'841387406960054272	GraceOfKings		Mon Mar 13 20:36:04 +0000 2017	6891	150	344	1599			0	 @juulpodlite @YahBoyFrogKing niacin juul pods 	  	http://twitter.com/GraceOfKings/status/1053482978129539072			'1053482978129539072	1	0	0	0	0	0	0	0	0	0	
'949316621763579910	MorencyRiley		Fri Jan 05 16:28:14 +0000 2018	878	83	90	642			0	 @CarriMorency IT WASNT MY JUUL\U0001f602 that's still quitting baby cakes 	  	http://twitter.com/MorencyRiley/status/1044998691189399554			'1044998691189399554	1	0	0	0	0	0	0	0	0	0	
'1012169911077163008	XDolanMeloche		Thu Jun 28 03:04:46 +0000 2018	2385	621	1053	1853			0	 i want to get High - my juul broke \U0001f615 	  	http://twitter.com/XDolanMeloche/status/1048370001021980673			'1048370001021980673	1	0	0	0	0	0	1	0	0	0	
'217070162	Gracielace139		Thu Nov 18 14:12:11 +0000 2010	842	130	99	8146			0	 Steal Juuls. Not dogs. 	  	http://twitter.com/Gracielace139/status/1051520104998014976			'1051520104998014976	1	0	0	0	0	0	1	0	1	0	
'64962965	kreayjawn		Wed Aug 12 06:41:55 +0000 2009	27696	378	415	13418			0	 when i die put my ashes in a juul pod 	  	http://twitter.com/kreayjawn/status/1050509069218246657			'1050509069218246657	1	0	0	0	0	0	1	0	0	0	
'2807993894	gracehenders_		Sat Sep 13 19:04:45 +0000 2014	1293	262	358	1715			0	 Royal juul pod 	  	http://twitter.com/gracehenders_/status/1051934322574458880			'1051934322574458880	1	0	0	0	0	0	0	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	49	60	179641			0	 New Vaping Innokin Oceanus iSub 110W Vaping Kit 2ML with 2pcs 20700 Batteries - 6000mAh  https://t.co/7O4kQf8ifI https://t.co/5CdUvuawPj 	  	http://twitter.com/VapingAve40/status/1049389302591840256			'1049389302591840256	1	1	0	0	0	0	0	0	0	0	
'19914837	peterhesketh		Mon Feb 02 16:31:54 +0000 2009	2188	165	590	3010			0	 @Big_E_WHU @CorbynSuperFan Vaping him into submission 	  	http://twitter.com/peterhesketh/status/1048563564338974720			'1048563564338974720	1	0	0	0	0	0	1	0	0	0	
'1039742545226616832	twinkalhirani1		Wed Sep 12 05:08:35 +0000 2018	0	0	69	301			0	 Electronic e cig cigarette Mini 650mAh Box Mod Starter Kit Pen Vape Shisha _newline_ @TheEconomist https://t.co/rEkVIpEeGH 	  	http://twitter.com/twinkalhirani1/status/1045651699376025600			'1045651699376025600	1	1	0	0	0	0	0	0	0	0	
'1100176795	vapescom		Fri Jan 18 06:11:33 +0000 2013	124	3933	211	4187			0	" Just this morning -  FDA Chief Scott Gottlieb admits that a TOTAL ONLINE VAPING BAN is ""ON THE TABLE.""  WTF!... https://t.co/CzoW9JNggO "	  	http://twitter.com/vapescom/status/1044694330349375490			'1044694330349375490	1	0	0	1	0	0	0	1	0	0	
'88529766	holiver14		Sun Nov 08 22:43:35 +0000 2009	4698	349	299	17657			0	 Left hand on the steering wheel -  right hand on tha juul 	  	http://twitter.com/holiver14/status/1045786519766749184			'1045786519766749184	1	0	0	0	0	0	1	0	0	0	
'3092016938	kyliebergeron2		Tue Mar 17 03:17:02 +0000 2015	4603	494	519	1013			0	 Flushed my juul down the toilet -  hows yalls night going?? 	  	http://twitter.com/kyliebergeron2/status/1045514691446001665			'1045514691446001665	1	0	0	0	0	0	1	0	0	0	
'627029815	GegeNintendo		Thu Jul 05 03:50:24 +0000 2012	3696	166	188	6553			0	 Where the fuck can I buy a juul 	  	http://twitter.com/GegeNintendo/status/1049806625362665473			'1049806625362665473	1	0	0	0	0	0	1	0	0	0	
'964250942207135749	VapeHardOrGoOhm		Thu Feb 15 21:31:54 +0000 2018	299	28	46	304			0	 Starting the week with this refreshing BLUEMONIA! _newline_ Go check @sixlicks600 and the new 50ml bottles! _newline_ ---------- _newline_ \u25feFollow the teams peepz\u25fe _newline_ \U0001f30d Worldwide Vape Team \U0001f449 @tugaclouds _newline_ \U0001f449... https://t.co/tF7ZDwXAyu 	  	http://twitter.com/VapeHardOrGoOhm/status/1046736340421931008			'1046736340421931008	1	1	0	0	0	0	0	0	0	0	
'747471100733325313	VaptioOfficial		Mon Jun 27 16:46:12 +0000 2016	7317	5533	1396	2529			0	 Vpatio Solo 2\U0001f307\U0001f307 in the beautiful setting sun. _newline_ Features: _newline_ All-in-One style _newline_ Top Filling System _newline_ ... _newline_ Nice pic by @shawna.mcfly _newline_ For more info : https://t.co/SuOLZ3sqDY _newline_ # vaptio # vape # solo2 # ecigs # vape4you # vapemods # vapelife # vapepic # vaper # vapegram # vapeworld # vapeon https://t.co/g62U1T7O4Y 	  	http://twitter.com/VaptioOfficial/status/1046476778037014529			'1046476778037014529	1	1	0	0	0	0	0	0	0	0	
'842834696639668224	anneh222		Fri Mar 17 20:27:05 +0000 2017	3628	161	315	4392			0	 watching @RealJeffHoliday # wingnutroundup and # vaping @VapeWild https://t.co/3zSeOTjDA8 	  	http://twitter.com/anneh222/status/1046186915848949763			'1046186915848949763	1	0	0	0	0	0	1	0	0	0	
'61563775	imcorpsegirl		Thu Jul 30 18:42:10 +0000 2009	127942	439	62	18102			0	 I'm scared that my juul will set off the fire alarm 	  	http://twitter.com/imcorpsegirl/status/1049020600134524928			'1049020600134524928	1	0	0	0	0	0	1	0	0	0	
'4833309509	Phloxy_		Thu Jan 21 17:20:12 +0000 2016	738	97	122	1301			0	 @guidedbyangelsx Ahh! Im going! Would have been great to see you there. I work next to a vape shop and they have free tickets so im tagging along lmaoo \U0001f64a xxx 	  	http://twitter.com/Phloxy_/status/1053299669487493121			'1053299669487493121	1	0	0	0	0	0	0	0	0	0	
'1048268043732697089	juulpodlite		Fri Oct 05 17:45:52 +0000 2018	5	54	12	25			0	 help me god please juul pods 	  	http://twitter.com/juulpodlite/status/1048678861657919488			'1048678861657919488	1	0	0	0	0	0	0	0	0	0	
'343640250	jennakollinzz		Wed Jul 27 21:33:20 +0000 2011	41664	1129	538	9077			0	 We must END the stigma surrounding creme brulee juul pods 	  	http://twitter.com/jennakollinzz/status/1042969799679266816			'1042969799679266816	1	0	0	0	0	0	1	0	0	0	
'303652864	pradeepsingh_05		Mon May 23 07:32:25 +0000 2011	73	59	478	8742			0	 FDA seizes thousands of documents from e-cig startup Juul https://t.co/W2FvGXafoI 	  	http://twitter.com/pradeepsingh_05/status/1047384080361431042			'1047384080361431042	1	0	1	0	0	0	0	0	0	0	
'1545024816	dave_s_410		Tue Jun 25 07:20:34 +0000 2013	1	2	43	21			0	 Check out affordable Vape Products here! https://t.co/NNmb4bjv5m 	  	http://twitter.com/dave_s_410/status/1042758836031901696			'1042758836031901696	1	1	0	0	0	0	0	0	0	0	
'62875095	woodayyy_		Tue Aug 04 17:29:42 +0000 2009	2805	336	491	3829			0	 @thomasmaolek @krissyCHYUHH mix me in a vape juice brut 	  	http://twitter.com/woodayyy_/status/1047061414236577792			'1047061414236577792	1	0	0	0	0	0	1	0	0	0	
'3376700817	GingerBeard182		Wed Jul 15 02:05:41 +0000 2015	107	25	148	729			0	 Big things are coming!!! Custom coils by DarthVapor DM for more info _newline_ # vapes # vapeporn # vapenation # vapejuice # vapefam # vape # vapenation # customcoils # rda # rdaporn # rdaapproved... https://t.co/O2utIYJeqI 	  	http://twitter.com/GingerBeard182/status/1049414317899010048			'1049414317899010048	1	1	0	0	0	0	0	0	0	0	
'421461319	LexMIR0		Fri Nov 25 23:59:16 +0000 2011	23068	697	419	7707			0	 Anyone want a free juul -  dm me. I lose it every 5min it ain't worth it 	  	http://twitter.com/LexMIR0/status/1043218982919172098			'1043218982919172098	1	0	0	0	0	0	1	0	0	0	
