userID	username	utc off	profile created	favorites	followers	following	tweets	retweetID	retweet user	retweet count	text	quote	url	lat	lon	tweetID	relevant	com_vape	news_vape	policy_vape	health_vape	use_vape	pro_vape	anti_vape	procure_vape	addiction_vape	
'1372223490	etobacconist		Mon Apr 22 14:16:04 +0000 2013	4771	3390	1086	3558			0	 Tips for Buying a # Vape for the First Time in the UK: https://t.co/MirjJTI5tf _newline_  _newline_ # vapeshop # vaping # vapenation https://t.co/w1AlXy3ckd 	  	http://twitter.com/etobacconist/status/1033278073293230081			'1033278073293230081	1	0	1	0	0	0	0	0	0	0	
'1578065696	LathamMaggie		Mon Jul 08 16:27:01 +0000 2013	14484	778	712	14023			0	 @aspen_hartman 	" ""idk why i'm sooOo shakey this morning"" -me double fisting my juul and an iced coffee at 7 am "	http://twitter.com/LathamMaggie/status/1035151466393231360			'1035151466393231360	1	0	0	0	0	0	1	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	141083			0	 New Vaping Vaporesso Revenger Go Kit 5000mAh https://t.co/8W7lgvj5Fi https://t.co/ztFAKPTiW8 	  	http://twitter.com/VapingAve40/status/1036539058309062657			'1036539058309062657	1	1	0	0	0	0	0	0	0	0	
'838578349089808384	susanto4515		Mon Mar 06 02:33:53 +0000 2017	0	7	21	11120			0	 # ElectronicCigarettesYonala Magic Stick Coiling Tool Coil Vape Kit 6 Size in 1 Wire Coiling Machine (Blue) - https://t.co/X3GrpHZMaH 	  	http://twitter.com/susanto4515/status/1041517051615932417			'1041517051615932417	1	1	0	0	0	0	0	0	0	0	
'1028285899690450945	BriannaSettles1		Sat Aug 11 14:23:57 +0000 2018	8	4	22	16			0	 @sarahbeth_310 Well damn \U0001f602 not everyone who vapes is basic 	  	http://twitter.com/BriannaSettles1/status/1040315990352035840			'1040315990352035840	1	0	0	0	0	0	1	0	0	0	
'2378018891	lwtlaughter		Mon Mar 03 03:53:24 +0000 2014	25763	8100	140	101311			0	 i offered to get gas so my dad gave me $40 but i'm only gonna use like 25ish and then use the rest to get my vape lmao i'm a con artist 	  	http://twitter.com/lwtlaughter/status/1038850535602958337			'1038850535602958337	1	0	0	0	0	0	1	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	143243			0	 New Vaping Vaporesso ORCA SOLO Kit https://t.co/Vt8hyQYUjI https://t.co/0m6LB6nj2H 	  	http://twitter.com/VapingAve40/status/1036832508472569857			'1036832508472569857	1	1	0	0	0	0	0	0	0	0	
'1027956305858912258	HempHare		Fri Aug 10 16:34:16 +0000 2018	242	56	86	63			0	 Congratulations and good job to you -  sir {salute} 	 I'm celebrating 40 days of tobacco cessation (half a pack/day for five years). Inspiring outdoor exercise + CBD (from @LKRemedies)  + THC = Minimal craving -  no relapse-for me personally.  _newline_  _newline_ Thanks to @realmedicineMI  for inspiration and @CarverJohns for mobile vape products. https://t.co/VYkHxYlaiU 	http://twitter.com/HempHare/status/1030950233990160385			'1030950233990160385	1	0	0	0	0	0	1	0	0	0	
'503853496	sophadelicc		Sun Feb 26 02:07:23 +0000 2012	37338	1430	653	31089			0	 @raik0uu hehe my juul magnetizes to my septum ring 	  	http://twitter.com/sophadelicc/status/1031977156971249664			'1031977156971249664	1	0	0	0	0	0	1	0	0	0	
'932506550849044481	Dr__Guidini		Mon Nov 20 07:11:01 +0000 2017	3490	18	133	21			0	 @rolabrentlin @DavidLeyonhjelm Blow smoke or vape in somebodies face -  be prepared to get bludgeoned from behind 	  	http://twitter.com/Dr__Guidini/status/1040945141115052032			'1040945141115052032	1	0	0	0	0	0	0	1	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	100686			0	 New Vaping Coil Master Pbag https://t.co/sQxkSMH0P6 https://t.co/XyoKBeMeTD 	  	http://twitter.com/VapingAve40/status/1030950176679030785			'1030950176679030785	1	1	0	0	0	0	0	0	0	0	
'1961432316	WellsSiena		Mon Oct 14 23:05:42 +0000 2013	18338	617	418	9167			0	" ""i'm gonna hit this harder than a fresh juul pod"" \U0001f602\U0001f923 "	  	http://twitter.com/WellsSiena/status/1041554109717868544			'1041554109717868544	1	0	0	0	0	1.2	1	0	0	0	
'950874076150747137	wockbot		Tue Jan 09 23:37:00 +0000 2018	4	29	0	10688			0	 On Every time it explodes color should start juuling 	  	http://twitter.com/wockbot/status/1035056349661589504			'1035056349661589504	1	0	0	0	0	0	1	0	0	0	
'2542029846	TheVaporStopUSA		Mon Jun 02 19:32:57 +0000 2014	1	190	35	477			0	 Juul kits and pods all restocked !!!!! - at The Vapor Stop USA - West Bend https://t.co/HS5VPW0Suc 	  	http://twitter.com/TheVaporStopUSA/status/1035270705632497669			'1035270705632497669	1	1	0	0	0	0	0	0	0	0	
'24161241	jessieyellsroar		Fri Mar 13 12:12:13 +0000 2009	4690	1052	375	2337			0	" @haleytheoutlet Notice how I say nothing about the other parts of this post because SAAAAAME. Ill be like ""WHY DOES MY CHEST HURT AM I DYING"" *fills up vape and starts vaping* \U0001f926\u2640\ufe0f "	  	http://twitter.com/jessieyellsroar/status/1030906458018406402			'1030906458018406402	1	0	0	0	1	1	1	0	0	0	
'2815632564	annarosesons		Wed Sep 17 21:37:27 +0000 2014	36296	901	427	7352			0	 nvm..gotta be vape -  i know you know better than to smoke in the house \U0001f602 	  	http://twitter.com/annarosesons/status/1031634498230919173			'1031634498230919173	1	0	0	0	0	0	0	0	0	0	
'425900895	dedeknian		Thu Dec 01 15:44:10 +0000 2011	0	12	0	76			0	 I liked a @YouTube video https://t.co/L9BY55cTC7 KENAPA SEKARANG LIQUID VAPE BANYAK YANG GA ENAK ? (ngobrol santai) PART 1 	  	http://twitter.com/dedeknian/status/1036084859280576512			'1036084859280576512	1	0	0	0	0	0	1	0	0	0	
'100779526	JodyField		Thu Dec 31 14:42:29 +0000 2009	18	108489	57359	527157			0	 https://t.co/UTrITXo7Yo Israel Bans Juul E-Cigarettes Citing 'Grave' Public Health Risk https://t.co/SPUtRgdxo4 # news https://t.co/v2adhLbJIq 	  	http://twitter.com/JodyField/status/1032079270452097030			'1032079270452097030	1	0	0	1	1	0	0	1	0	0	
'348928148	WereRadical		Fri Aug 05 07:10:06 +0000 2011	28319	787	730	25032			0	 @frynoelle Yeah there's beef vut Honestly people don't realize the juul is a multipurpose tool 	  	http://twitter.com/WereRadical/status/1031411526761152512			'1031411526761152512	1	0	0	0	0	0	1	0	0	0	
'1729034052	VapeLoft		Wed Sep 04 15:18:52 +0000 2013	45	371	33	266			0	 \U0001f64c 	 If you're a # cloudchaser  -  # AspireBreeze2 is an utility back up for when you're on bike rides or in places where giant clouds are frowned upon. You don't have to draw so hard and long for a decent hit. That's all!  _newline_ # cloudchasing # VapeFam # vapefly # vaping # vapelyfe # vapelife https://t.co/V9cpsmOt1w 	http://twitter.com/VapeLoft/status/1031635452988600321			'1031635452988600321	1	0	0	0	0	0	1	0	0	0	
'3797155154	__EmilyRice__		Mon Oct 05 23:30:20 +0000 2015	1075	172	192	705			0	 you know it's getting to be the real deal when he lets you keep your extra juul charger on his laptop \U0001f920 	  	http://twitter.com/__EmilyRice__/status/1041719986740502528			'1041719986740502528	1	0	0	0	0	0	1	0	0	0	
'1915795039	donnafels		Sun Sep 29 01:01:54 +0000 2013	150633	484	279	19417			0	 i feel bad for the parents of kids who vape and juul just for the fun of it. you know what's not fun? lung cancer when you're not even a smoker to begin with. 	  	http://twitter.com/donnafels/status/1035302569881423872			'1035302569881423872	1	0	0	0	1	0	0	1	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	130052			0	 New Vaping Wismec Luxotic BF BOX 100W Kit with Tobhino BF RDA https://t.co/aUn2jbcBxl https://t.co/pWfDVWJ2Qs 	  	http://twitter.com/VapingAve40/status/1035144427033919488			'1035144427033919488	1	1	0	0	0	0	0	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	106205			0	 New Vaping Voopoo Caliber 110W Starter Kit with Uforce Tank https://t.co/s8xA1YZJI1 https://t.co/SOD2eZMhW7 	  	http://twitter.com/VapingAve40/status/1031820437888454657			'1031820437888454657	1	1	0	0	0	0	0	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	153202			0	 New Vaping Hellvape Drop Dead RDA https://t.co/KhCUnuhS8r https://t.co/PtoMPXZ4yV 	  	http://twitter.com/VapingAve40/status/1038028032290697217			'1038028032290697217	1	1	0	0	0	0	0	0	0	0	
'30642860	kkazantzoglou		Sun Apr 12 12:28:51 +0000 2009	52	411	1956	86492			0	 want to quit smoking and start vaping. i have few questions via /r/Vaping101 https://t.co/ry63nPoq9h https://t.co/9q4r85CGdT 	  	http://twitter.com/kkazantzoglou/status/1040751658752532480			'1040751658752532480	1	0	0	0	1	0	1	0	0	0	
'906455127304925184	supremearab		Sat Sep 09 09:51:58 +0000 2017	1159	24	74	8716			0	 Why I love my juul -  a thread...: 	  	http://twitter.com/supremearab/status/1039790844411142144			'1039790844411142144	1	0	0	0	0	0	1	0	0	0	
'990384750207553536	ThomasGordy5		Sun Apr 29 00:18:19 +0000 2018	341	18	38	83			0	 My mom threatened to take away my juul if I don't go to church so I pimp slapped that bitch and put her back in her place \U0001f624\U0001f624 	  	http://twitter.com/ThomasGordy5/status/1040875186667511809			'1040875186667511809	1	0	0	0	0	0	1	0	1	0	
'885991383638691840	vixxmemebot		Fri Jul 14 22:36:21 +0000 2017	0	37	0	18088			0	 hakyeon: you come into my house -  you disrespect vaping 	  	http://twitter.com/vixxmemebot/status/1036153413711679488			'1036153413711679488	1	0	0	0	0	0	0	0	0	0	
'4740523333	imigathena		Sun Jan 10 23:25:41 +0000 2016	6536	428	344	3347			0	" my younger sis told me she has ""a lot of jewels"" and i thought she meant juuls i hate this "	  	http://twitter.com/imigathena/status/1031357934779809793			'1031357934779809793	1	0	0	0	0	0	0	0	0	0	
'1564275997	jbrzee		Tue Jul 02 22:31:21 +0000 2013	375	13	322	472			0	 @Lana_Solaire vape on girl\U0001f618 rather vape anyday then smoke a nasty cig 	  	http://twitter.com/jbrzee/status/1037425978555985920			'1037425978555985920	1	0	0	0	1	0	1	0	0	0	
'1652645173	mick_suth		Wed Aug 07 10:31:58 +0000 2013	17592	217	249	13898			0	 They support vaping then? 	" ""Motorists pictured eating or smoking behind the wheel -  or using their mobile phone -  will be slapped with a \xa3200 fine and 6 penalty points."" https://t.co/zwPpOlQiLe "	http://twitter.com/mick_suth/status/1041697182456406016			'1041697182456406016	1	0	0	0	0	0	0	0	0	0	
'2516028973	VapeWild		Thu May 22 18:10:16 +0000 2014	17686	12549	291	8327			0	 When they slide in your DMs with them -  send this back\U0001f602\U0001f602\U0001f602 _newline_ # vapewild # vapememes # dontsendnudes # sendejuice # eliquids # vapers # vapestagram # vapepics # vapedaily # vapefam # vapersunite # saynotonudes # ecigs # vaping https://t.co/4tGHxhioPX 	  	http://twitter.com/VapeWild/status/1037785083745320961			'1037785083745320961	1	0	0	0	0	0	1	0	0	0	
'456764166	jewellery_bank		Fri Jan 06 16:45:17 +0000 2012	1282	52288	57010	254719			0	 V Juice E-Liquid Vape on e bay 10ml Bottles 80/20 PG/VG Omg 3mg 6mg Shisha Refil @eBay_UK https://t.co/HxYSA4lth4 ... ... # ecig # vape # vaping # vapecloud # EJUICE # vapeon # vapefam # vapelife # vapefriends # vjuice # tweetmaster # atsocialmedia # JBRT18 https://t.co/ci7uBCm7UD 	  	http://twitter.com/jewellery_bank/status/1040755868189507584			'1040755868189507584	1	1	0	0	0	0	0	0	0	0	
'818981773166215169	DrugFree_NM		Wed Jan 11 00:44:05 +0000 2017	28	19	62	350			0	" WARNING: Within Weeks Of Vaping -  Teen Develops Horrifying ""Wet Lung"" https://t.co/vb9RV0vLMV "	  	http://twitter.com/DrugFree_NM/status/1038073278454267910			'1038073278454267910	1	0	0	0	1	0	0	1	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	103884			0	 New Vaping SMOK TFV4 Replacement Coil - Triple Coil 5 pcs https://t.co/0lB7KrQnTF https://t.co/ZskVO9IY1x 	  	http://twitter.com/VapingAve40/status/1031444845141708800			'1031444845141708800	1	1	0	0	0	0	0	0	0	0	
'4670159238	azswaggsauce		Tue Dec 29 00:44:08 +0000 2015	2	3561	5124	593			0	 SWAGG SAUCE SALT NERD # PARADISE is a refreshing cantaloupe and honeydew with a splash of white grape _newline_ # SwaggSauce # cloudchasing # vapeclouds # cloudsofvapor # vapers # proudtobeavaper # vaping # nicsalt # pods # vapelife # proudtobevaping # betteralternative _newline_  _newline_ https://t.co/fNUsLexREa https://t.co/fosKVIrLY4 	  	http://twitter.com/azswaggsauce/status/1040007500471394305			'1040007500471394305	1	1	0	0	0	0	0	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	102816			0	 New Vaping Hotcig RSQ 80W Squonk Box Mod https://t.co/qtVuq7RgaJ https://t.co/gcAjYwNkLf 	  	http://twitter.com/VapingAve40/status/1031290285022576640			'1031290285022576640	1	1	0	0	0	0	0	0	0	0	
'2576421507	Ricardbot		Mon Jun 02 02:40:08 +0000 2014	21	61	83	19645			0	 My vape cloud is so loud lol rt 	  	http://twitter.com/Ricardbot/status/1039226694547034112			'1039226694547034112	1	0	0	0	0	1	1	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	135107			0	 New Vaping SMOK Resa Stick Starter Kit 2000mAh https://t.co/ZZudA6TZ7V https://t.co/Oij7WHdOtG 	  	http://twitter.com/VapingAve40/status/1035769750801055744			'1035769750801055744	1	1	0	0	0	0	0	0	0	0	
'98171545	CarloPabale22		Sun Dec 20 17:48:10 +0000 2009	8392	397	3261	35564			0	 I liked a @YouTube video https://t.co/DHZQfBuT0b Sir Jack - Matagal na akong Vaper 	  	http://twitter.com/CarloPabale22/status/1034745501109780480			'1034745501109780480	1	0	0	0	0	0	1	0	0	0	
'2973040762	Vapofolies		Sun Jan 11 12:56:47 +0000 2015	59	426	767	12138			0	 Atomiseur Bogati RTA clone Stutt-art # vapote # vape # vaping # deals # bonplan # vapofolies # ecig  https://t.co/8W7Z6stLUa 	  	http://twitter.com/Vapofolies/status/1034991820730712066			'1034991820730712066	1	1	0	0	0	0	0	0	0	0	
'2909505971	smokerslogicksm		Sun Dec 07 16:53:41 +0000 2014	447	1357	1906	344066			0	 Opening a # vape shop? Get insight from a super successful shop owner in PA!  https://t.co/UYx6r5vEId https://t.co/05mDQ7Yrsc 	  	http://twitter.com/smokerslogicksm/status/1032292428215185408			'1032292428215185408	1	0	1	0	0	0	0	0	0	0	
'1505845537	styIeszn		Tue Jun 11 18:21:26 +0000 2013	42877	5142	260	98556			0	 all this over a fucking juul............ white people 	  	http://twitter.com/styIeszn/status/1037706297687330817			'1037706297687330817	1	0	0	0	0	0	0	1	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	111379			0	 New Vaping VAPORESSO Veco One DTL Tube KIT https://t.co/4XPr6M0lc7 https://t.co/WqO9fWnAoF 	  	http://twitter.com/VapingAve40/status/1032558859741618176			'1032558859741618176	1	1	0	0	0	0	0	0	0	0	
'754492853007577088	thedispensarena		Sun Jul 17 01:48:08 +0000 2016	991	1023	1723	4533			0	 Make the most of your vape with these cool ideas. https://t.co/U3DBu4jYcq 	  	http://twitter.com/thedispensarena/status/1035681705967931392			'1035681705967931392	1	0	1	0	0	0	0	0	0	0	
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	103408			0	 New Vaping SMOK Rolo Badge Starter Kit 250mAh https://t.co/g668mhgCeb https://t.co/hujhlxOV8Q 	  	http://twitter.com/VapingAve40/status/1031383190248673280			'1031383190248673280	1	1	0	0	0	0	0	0	0	0	
'2205084213	wpooleie		Mon Dec 02 20:44:29 +0000 2013	87	200	1120	1713			0	 I liked a @YouTube video https://t.co/INkU9uuSoe The Lemon Vape Kit! Beginner Vape! Refillable Pod System! 	  	http://twitter.com/wpooleie/status/1034331026267418624			'1034331026267418624	1	0	0	0	0	0	1	0	0	0	
'2973040762	Vapofolies		Sun Jan 11 12:56:47 +0000 2015	59	428	766	11444			0	 Box Punk mini 85w TC Teslacigs # vapote # vape # vaping # deals # bonplan # vapofolies # ecig  https://t.co/weCzkrkuNk 	  	http://twitter.com/Vapofolies/status/1031162245269647361			'1031162245269647361	1	1	0	0	0	0	0	0	0	0	
